,STID,Station Name,State,TimeZone,DayTimeSaving,Latitude,Longitude,Elevation
1375,KPGD,"Punta Gorda, Charlotte County Airport",FL,E,y,26.92,-81.99,22.966
1376,KPGL,Pascagoula / Jackson,MS,C,y,30.4,-88.483,9.843
1377,KPGV,Pitt-Greenville Airport,NC,E,y,35.63,-77.4,26.247
1378,KPHD,"New Philadelphia, Harry Clever Field",OH,E,y,40.47,-81.42,892.388
1379,KPHF,Newport News / Williamsburg Intl Airport,VA,E,y,37.14,-76.5,42.651
1380,KPHL,Philadelphia International Airport,PA,E,y,39.87,-75.23,4.921
1381,KPHN,St. Clair County International,MI,E,y,42.92,-82.53,649.606
1382,KPHP,Philip Airport,SD,M,y,44.05,-101.6,2208.0
1383,KPHX,Phoenix/Sky Harbor,AZ,M,n,33.44,-112.02,1111.88
1384,KPIA,General Downing - Peoria International Airport,IL,C,y,40.66,-89.68,682.087
1385,KPIB,Pine Belt Regional Automatic Weather Observing,MS,C,y,31.47,-89.33,305.118
1386,KPIE,St. Petersburg / Clea,FL,E,y,27.91,-82.69,9.843
1387,KPIH,Pocatello Municipal,ID,M,y,42.93,-112.6,4469.16
1388,KPIL,Port Isabel-Cameron County Airport,TX,C,y,26.159,-97.338,19.029
1389,KPIR,Pierre Regional Airport,SD,C,y,44.39,-100.28,1723.1
1390,KPIT,Pittsburgh International Airport,PA,E,y,40.51,-80.22,1149.93
1391,KPKB,"Parkersburg, Mid Ohio Valley Regional Airport",WV,E,y,39.36,-81.43,831.037
1392,KPKD,Park Rapids Municipal Airport,MN,C,y,46.91,-95.07,1434.06
1393,KPKV,Calhoun County Airport,TX,C,y,28.65,-96.667,29.528
1394,KPLN,Pellston Regional Airport of Emmet County,MI,E,y,45.58,-84.8,714.895
1395,KPMD,Palmdale Production,CA,P,y,34.63,-118.08,2523.95
1396,KPMP,Pompano Beach Airpark,FL,E,y,26.25,-80.11,19.685
1397,KPMV,Plattsmouth Municipal Airport,NE,C,y,40.9484,-95.9174,0.0
1398,KPNA,Ralph Wenz Field Airport,WY,M,y,42.783,-109.8,7086.61
1399,KPNC,Ponca City Municipal Airport,OK,C,y,36.73,-97.1,999.016
1400,KPNE,Northeast Philadelphia Airport,PA,E,y,40.09,-75.02,100.066
1401,KPNM,Princeton,MN,C,y,45.56,-93.61,1003.94
1402,KPNS,Pensacola International Airport,FL,C,y,30.47,-87.2,111.877
1403,KPNT,Pontiac Municipal Airport,IL,C,y,40.92,-88.63,659.449
1404,KPOB,Pope Air Force Base,NC,E,y,35.18,-79.02,217.848
1405,KPOC,La Verne/Brackett,CA,P,y,34.11,-117.78,1010.5
1406,KPOE,Fort Polk,LA,C,y,31.05,-93.183,334.974
1407,KPOF,Poplar Bluff Municipal Airport,MO,C,y,36.77,-90.32,479.003
1408,KPOU,"Poughkeepsie, Dutchess County Airport",NY,E,y,41.64,-73.88,154.856
1409,KPPA,Perry Lefors Field,TX,C,y,35.613,-100.996,3244.75
1410,KPPF,"Parsons, Tri-City Airport",KS,C,y,37.3,-95.5,898.95
1411,KPPO,La Porte Municipal Airport,IN,C,y,41.5725,-86.7345,812.0
1412,KPPQ,Pittsfield Penstone Municipal Airport,IL,C,y,39.63,-90.78,708.661
1413,KPQI,Presque Isle,ME,E,y,46.69,-68.05,535.105
1414,KPQL,"Pascagoula, Lott International Airport",MS,C,y,30.46,-88.53,16.404
1415,KPQN,Pipestone Automatic Weather Observing / Reporting,MN,C,y,43.99,-96.32,1735.56
1416,KPRB,Paso Robles Muni,CA,P,y,35.68,-120.63,799.869
1417,KPRC,Prescott/Love Fld,AZ,M,n,34.65,-112.42,5042.0
1418,KPRG,Edgar County Airport,IL,C,y,39.7,-87.67,652.887
1419,KPRN,Mac Crenshaw Memorial Airport,AL,C,y,31.8457,-86.6107,451.0
1420,KPRO,Perry Municipal Airport,IA,C,y,41.828,-94.1598,1013.0
1421,KPRX,Paris / Cox Field,TX,C,y,33.64,-95.45,561.024
1422,KPSC,Pasco/Tri-Cities,WA,P,y,46.27,-119.12,430.118
1423,KPSF,Pittsfield Municipal Airport,MA,E,y,42.43,-73.29,1193.9
1424,KPSK,Dublin / New River Valley,VA,E,y,37.14,-80.68,2105.97
1425,KPSM,Pease Air Force Base / Portsmouth,NH,E,y,43.09,-70.82,101.706
1426,KPSN,Palestine Municipal Airport,TX,C,y,31.78,-95.706,423.228
1427,KPSO,Stevens Field Airport,CO,M,Y,37.24,-107.03,7664.0
1428,KPSP,Palm Springs Rgnl,CA,P,y,33.84,-116.5,475.722
1429,KPSX,Palacios Municipal Airport,TX,C,y,28.72,-96.25,16.076
1430,KPTB,Petersburg Automatic Weather Observing / Reporting,VA,E,y,37.19,-77.52,196.85
1431,KPTK,"Pontiac, Oakland County International Airport",MI,E,y,42.67,-83.42,1003.94
1432,KPTN,Patterson Memorial,LA,C,y,29.72,-91.33,9.843
1433,KPTT,Pratt Industrial Airport,KS,C,y,37.702,-98.747,1952.1
1434,KPTV,Porterville (awos),CA,P,y,36.04,-119.07,442.913
1435,KPTW,Pottstown Limerick Airport,PA,E,y,40.24,-75.56,291.995
1436,KPUB,Pueblo Memorial(aw),CO,M,y,38.29,-104.52,4684.06
1437,KPUC,Price/Carbon County,UT,M,y,39.62,-110.75,5902.23
1438,KPUM,Pumpkin Vine,WY,M,y,41.033,-105.45,7998.69
1439,KPUW,Pullman/Moscow Rgnl,WA,P,y,46.76,-117.12,2552.49
1440,KPVB,Platteville Municipal Airport,WI,C,y,42.6894,-90.4444,1024.0
1441,KPVC,Provincetown Automatic Weather Observing/Reporting,MA,E,y,42.01,-70.2,6.562
1442,KPVD,"Providence, Green State Airport",RI,E,y,41.73,-71.43,65.945
1443,KPVJ,Pauls Valley Municipal Airport,OK,C,y,34.711,-97.223,967.848
1444,KPVU,Provo Muni (awos),UT,M,y,40.23,-111.72,4491.47
1445,KPVW,Hale County Airport,TX,C,y,34.168,-101.717,3372.7
1446,KPWA,"Oklahoma City, Wiley Post Airport",OK,C,y,35.54,-97.65,1299.21
1447,KPWC,Pine River Regional Airport,MN,C,y,46.72,-94.38,1295.93
1448,KPWG,Mc Gregor Automatic Weather Observing / Reporting,TX,C,y,31.49,-97.32,590.551
1449,KPWK,Chicago Executive Airport,IL,C,y,42.11,-87.9,646.325
1450,KPWM,Portland International Jetport,ME,E,y,43.65,-70.301,79.068
1451,KPWT,Bremerton Ntnl Awos,WA,P,y,47.48,-122.77,449.475
1452,KPYM,Plymouth Municipal Airport,MA,E,y,41.91,-70.73,147.638
1453,KPYX,Perryton,TX,C,y,36.414,-100.75,2919.95
1454,KPZQ,Presque Isle County Airport,MI,E,y,45.4,-83.817,669.291
1455,KRAC,"Racine, Batten International Airport",WI,C,y,42.76,-87.81,672.572
1456,KRAL,Riverside Municipal,CA,P,y,33.95,-117.45,839.895
1457,KRAP,Rapid City Regional Airport,SD,M,y,44.05,-103.07,3160.1
1458,KRAS,Mustang Beach Airport,TX,C,y,27.817,-97.083,6.562
1459,KRBD,Dallas Executive Airport,TX,C,y,32.69,-96.87,659.449
1460,KRBG,Roseburg Municipal,OR,P,y,43.23,-123.35,524.934
1461,KRBL,Red Bluff Municipal,CA,P,y,40.15,-122.25,349.081
1462,KRBO,Nueces County Airport,TX,C,y,27.779,-97.691,78.74
1463,KRCA,Ellsworth Air Force Base,SD,M,y,44.15,-103.1,3214.9
1464,KRCE,Clarence E Page Municipal Airport,OK,C,Y,35.4881,-97.8236,1354.0
1465,KRCM,Skyhaven Airport,MO,C,y,38.784,-93.803,798.0
1466,KRCR,Fulton County Airport,IN,E,y,41.0655,-86.1817,790.0
1467,KRCX,Rusk County Airport,WI,C,y,45.483,-91.0,1236.88
1468,KRDD,Redding Municipal,CA,P,y,40.51,-122.3,501.969
1469,KRDG,Reading Regional/Carl A. Spaatz Field Airport,PA,E,y,40.39,-75.97,340.879
1470,KRDK,Red Oak,IA,C,y,41.02,-95.27,1043.31
1471,KRDM,Redmond (awos),OR,P,y,44.28,-121.15,3050.85
1472,KRDR,Grand Forks Air Force Base,ND,C,y,47.933,-97.383,905.84
1473,KRDU,Raleigh-Durham International Airport,NC,E,y,35.88,-78.78,416.01
1474,KREO,Rome,OR,M,y,42.58,-117.89,4049.87
1475,KRFD,Chicago Rockford International Airport,IL,C,y,42.21,-89.1,732.94
1476,KRFI,Rusk County Airport,TX,C,y,32.1417,-94.8517,442.0
1477,KRGK,Red Wing Municipal Airport,MN,C,y,44.59,-92.49,784.121
1478,KRHI,Rhinelander-Oneida County Airport,WI,C,y,45.63,-89.47,1663.39
1479,KRHP,Andrews-Murphy Airport,NC,E,y,35.19,-83.86,1699.47
1480,KRHV,San Jose/Reid/Hillv,CA,P,y,37.34,-121.82,134.514
1481,KRIC,Richmond International Airport,VA,E,y,37.51,-77.31,164.042
1482,KRIL,Rifle/Garfield Rgnl,CO,M,y,39.54,-107.72,5547.9
1483,KRIV,March AFB/Riverside,CA,P,y,33.89,-117.27,1516.08
1484,KRIW,Riverton Regional Airport,WY,M,y,43.05,-108.45,5456.04
1485,KRKD,Rockland / Knox Automatic Weather Observing,ME,E,y,44.08,-69.12,55.774
1486,KRKP,"Rockport, Aransas County Airport",TX,C,y,28.09,-97.05,26.247
1487,KRKR,Poteau/Robert S. Kerr Airport,OK,C,y,35.022,-94.621,452.756
1488,KRKS,Rock Springs,WY,M,y,41.61,-109.07,6741.14
1489,KRME,Rome Griffiss Airfield,NY,E,y,43.234,-75.407,504.0
1490,KRMG,"Rome, R. B. Russell Airport",GA,E,y,34.36,-85.17,639.108
1491,KRMN,Stafford Regional Airport,VA,E,y,38.4,-77.45,213.255
1492,KRMY,"Marshall, Brooks Field Airport",MI,E,y,42.24,-84.96,941.601
1493,KRND,Randolph Air Force Base,TX,C,y,29.533,-98.283,754.921
1494,KRNH,New Richmond Municipal Airport,WI,C,y,45.148,-92.538,997.375
1495,KRNM,Ramona Airport,CA,P,y,33.04,-116.91,1391.08
1496,KRNO,Reno Tahoe International Airport,NV,P,y,39.4839,-119.771,4493.11
1497,KRNP,Owosso Community Airport,MI,E,y,42.993,-84.139,734.908
1498,KRNT,Renton Municipal,WA,P,y,47.51,-122.22,32.808
1499,KROA,Roanoke Regional Airport,VA,E,y,37.33,-79.97,1148.95
1500,KROC,Greater Rochester International Airport,NY,E,y,43.12,-77.67,600.066
1501,KROG,Rogers Automatic Weather Observing / Reporting Sys,AR,C,y,36.38,-94.11,1361.55
1502,KROS,Rush City Regional Airport,MN,C,y,45.698,-92.953,921.916
1503,KROW,Roswell/Industrial,NM,M,y,33.31,-104.51,3648.95
1504,KROX,Roseau Municipal Automatic Weather Observing,MN,C,y,48.86,-95.69,1059.71
1505,KRPD,Rice Lake Regl - Carls Field Airport,WI,C,y,45.51,-91.73,1138.45
1506,KRPE,Sabine Pass,TX,C,y,29.7,-93.95,9.843
1507,KRPH,Graham Municipal Airport,TX,C,y,33.11,-98.555,1122.05
1508,KRPJ,Rochelle Muni-Koritz Field Airport,IL,C,y,41.89,-89.08,780.84
1509,KRQB,"Big Rapids, Roben-Hood Airport",MI,E,y,43.72,-85.5,990.814
1510,KRQE,Window Rock (was P34),AZ,M,n,35.657,-109.061,6738.85
1511,KRRL,Merrill Municipal Airport,WI,C,y,45.2,-89.71,1315.62
1512,KRRT,Warroad International Memorial Airport,MN,C,y,48.94,-95.35,1072.83
1513,KRSL,Russell Municipal Airport,KS,C,y,38.87,-98.81,1863.84
1514,KRST,Rochester International Airport,MN,C,y,43.93,-92.5,1304.13
1515,KRSV,Robinson Municipal Airport,IL,C,y,39.016,-87.65,462.598
1516,KRSW,"Fort Myers, SW Florida Intl Airport",FL,E,y,26.54,-81.76,29.528
1517,KRTN,Raton Municipal Crews Field,NM,M,y,36.74,-104.5,6349.08
1518,KRUE,Russellville Municipal Airport,AR,C,y,35.26,-93.09,403.543
1519,KRUQ,"Salisbury, Rowan County Airport",NC,E,y,35.65,-80.517,774.278
1520,KRUT,Rutland-Southern Vermont Regional Airport,VT,E,y,43.54,-72.95,807.087
1521,KRVS,"Tulsa, Jones Jr. Airport",OK,C,y,36.04,-95.98,633.202
1522,KRWF,Redwood Falls Municipal Airport,MN,C,y,44.55,-95.08,1023.62
1523,KRWI,Rocky Mount-Wilson Regional Airport,NC,E,y,35.86,-77.88,164.042
1524,KRWL,Rawlins Municipal,WY,M,y,41.8,-107.2,6735.89
1525,KRWV,Caldwell Municipal Airport,TX,C,y,30.517,-96.7,1279.53
1526,KRXE,Rexburg-Madison County Airport,ID,M,y,43.83,-111.81,4858.92
1527,KRYV,Watertown,WI,C,y,43.17,-88.72,833.333
1528,KRYY,"Marietta, Cobb County-McCollum Field Airport",GA,E,y,34.013,-84.599,1040.03
1529,KRZN,"Siren, Burnett County Airport",WI,C,y,45.823,-92.373,987.533
1530,KRZZ,"Roanoke Rapids, Halifax County Airport",NC,E,y,36.44,-77.71,252.625
1531,KS14,Spencer,ID,P,y,44.3,-112.1,5882.55
1532,KS47,Tillamook Municipal Airport,OR,P,y,45.417,-123.817,36.089
1533,KS58,South Timbalier,LA,C,y,28.32,-90.35,3.281
1534,KSAC,Sacramento/Executiv,CA,P,y,38.52,-121.5,15.092
1535,KSAD,Safford Municipal,AZ,M,n,32.85,-109.64,3116.8
1536,KSAF,Santa Fe County Municipal Airport,NM,M,y,35.62,-106.08,6344.16
1537,KSAN,San Diego/Lindbergh,CA,P,y,32.73,-117.17,36.089
1538,KSAR,Sparta Community-Hunter Field Airport,IL,C,y,38.15,-89.7,538.058
1539,KSAT,San Antonio International Airport,TX,C,y,29.54,-98.47,809.055
1540,KSAV,Savannah International Airport,GA,E,y,32.14,-81.2,45.932
1541,KSAW,"Gwinn, Sawyer Airport",MI,E,y,46.354,-87.394,1253.28
1542,KSAZ,Staples Municipal Airport,MN,C,y,46.38,-94.81,1286.09
1543,KSBA,Santa Barbara Muni,CA,P,y,34.44,-119.83,8.858
1544,KSBM,Sheboygan County Memorial Airport,WI,C,y,43.78,-87.85,748.031
1545,KSBN,South Bend Regional Airport,IN,E,y,41.71,-86.32,772.966
1546,KSBP,San Luis Obispo,CA,P,y,35.24,-120.64,216.535
1547,KSBS,Steamboat Springs,CO,M,y,40.48,-106.82,7050.52
1548,KSBY,Salisbury-Wicomico County Regional Airport,MD,E,y,38.34,-75.5,49.869
1549,KSCH,Schenectady Airport,NY,E,y,42.86,-73.93,331.037
1550,KSCK,Stockton Metro,CA,P,y,37.91,-121.25,21.982
1551,KSDA,Shenandoah Municipal,IA,C,y,40.75,-95.42,971.129
1552,KSDB,Sandberg (aut),CA,P,y,34.76,-118.73,4517.06
1553,KSDF,"Louisville, Standiford Field",KY,E,y,38.19,-85.73,480.971
1554,KSDL,Scottsdale Muni,AZ,M,n,33.61,-111.91,1509.19
1555,KSDM,San Diego/Brown Fld,CA,P,y,32.58,-116.98,522.966
1556,KSDY,Sidney-Richland,MT,M,y,47.73,-104.18,1984.91
1557,KSEA,Seattle-Tacoma Intl Airport,WA,P,y,47.44,-122.31,383.858
1558,KSEE,San Diego/Gillespie,CA,P,y,32.83,-116.97,383.858
1559,KSEG,"Selinsgrove, Penn Valley Airport",PA,E,y,40.82,-76.86,443.898
1560,KSEP,Stephenville / Clark Field Municipal Airport,TX,C,y,32.215,-98.178,1308.07
1561,KSET,St. Charles County Smartt Airport,MO,C,y,38.931,-90.433,436.352
1562,KSEZ,Sedona Airport,AZ,M,N,34.8486,-111.788,4830.0
1563,KSFB,Orlando / Sanford Airport,FL,E,y,28.78,-81.24,55.118
1564,KSFF,Spokane/Felts Field,WA,P,y,47.68,-117.32,2001.31
1565,KSFM,Sanford Municipal Automatic Weather Observing,ME,E,y,43.4,-70.7,242.782
1566,KSFO,San Francisco Intl Airport,CA,P,y,37.62,-122.37,7.874
1567,KSFQ,Suffolk Municipal Airport,VA,E,y,36.68,-76.6,72.178
1568,KSFY,Tri-Township Airport,IL,C,y,42.05,-90.1,616.798
1569,KSFZ,Smithfield,RI,E,y,41.91,-71.4,439.633
1570,KSGF,Springfield-Branson National Airport,MO,C,y,37.23,-93.38,1258.86
1571,KSGH,Springfield-Beckley Municipal Airport,OH,E,y,39.833,-83.833,1060.04
1572,KSGJ,St. Augustine Airport,FL,E,y,29.97,-81.33,9.843
1573,KSGR,"Houston, Sugar Land Municipal / Hull Field Airport",TX,C,y,29.62,-95.65,82.021
1574,KSGS,South St. Paul Municipal-Richard E,MN,C,y,44.85,-93.15,820.21
1575,KSGT,Stuttgart Automatic Weather Observing / Reporting,AR,C,y,34.61,-91.57,223.097
1576,KSGU,Saint George (awos),UT,M,y,37.09,-113.6,2939.63
1577,KSHD,Staunton / Shenandoah,VA,E,y,38.28,-78.85,1200.79
1578,KSHL,Sheldon,IA,C,y,43.22,-95.83,1417.32
1579,KSHN,Shelton/Sanderson,WA,P,y,47.23,-123.15,278.871
1580,KSHR,Sheridan Co. Arpt,WY,M,y,44.78,-106.97,3963.91
1581,KSHV,Shreveport Regional Airport,LA,C,y,32.45,-93.83,253.937
1582,KSIB,Sibley Peak,WY,M,y,42.433,-105.033,4888.45
1583,KSIY,Montague/Siskiyou,CA,P,y,41.79,-122.47,2634.84
1584,KSJC,San Jose International Airport,CA,P,y,37.37,-121.93,51.837
1585,KSJN,St. Johns Air Park,AZ,M,n,34.52,-109.38,5731.63
1586,KSJT,"San Angelo, Mathis Field",TX,C,y,31.37,-100.5,1916.01
1587,KSJX,Beaver Island Airport,MI,E,y,45.7,-85.57,669.291
1588,KSKA,Fairchild AFB,WA,P,y,47.62,-117.65,2437.99
1589,KSKF,Port San Antonio,TX,C,y,29.383,-98.583,682.087
1590,KSKX,Taos Muni Apt(awos),NM,M,y,36.46,-105.67,7089.9
1591,KSLB,Storm Lake,IA,C,y,42.6,-95.23,1489.5
1592,KSLC,Salt Lake City International,UT,M,y,40.79,-111.97,4222.11
1593,KSLE,Salem/Mcnary,OR,P,y,44.93,-123.02,200.131
1594,KSLG,Siloam Springs Automatic Weather Observing/Report,AR,C,y,36.19,-94.49,1194.23
1595,KSLH,Cheboygan Co Airport,MI,E,y,45.65,-84.52,639.764
1596,KSLI,Los Alamitos Aaf,CA,P,y,33.79,-118.05,36.089
1597,KSLK,"Saranac Lake, Adirondack Regional Airport",NY,E,y,44.39,-74.2,1706.04
1598,KSLN,Salina Municipal Airport,KS,C,y,38.8,-97.65,1271.0
1599,KSLO,Salem-Leckrone,IL,C,y,38.65,-88.97,570.866
1600,KSLR,Sulphur Springs Municipal Airport,TX,C,y,33.167,-95.617,488.845
1601,KSME,Somerset-Pulaski County-J.T. Wilson Field Airport,KY,E,y,37.055,-84.614,928.478
1602,KSMF,Sacramento Metro,CA,P,y,38.7,-121.6,22.966
1603,KSMN,Salmon/Lemhi (awos),ID,M,y,45.12,-113.88,4045.28
1604,KSMO,Santa Monica Muni,CA,P,y,34.03,-118.45,173.885
1605,KSMP,Stampede Pass(amos),WA,P,y,47.29,-121.33,3958.0
1606,KSMQ,"Somerville, Somerset Airport",NJ,E,y,40.624,-74.669,104.987
1607,KSMX,Santa Maria Public,CA,P,y,34.91,-120.45,253.937
1608,KSNA,Santa Ana/John-Wayne,CA,P,y,33.68,-117.88,33.136
1609,KSNK,Winston Field Airport,TX,C,y,32.693,-100.95,2431.1
1610,KSNL,Shawnee Municipal Airport,OK,C,y,35.36,-96.94,1072.83
1611,KSNS,Salinas Municipal,CA,P,y,36.66,-121.61,51.837
1612,KSNT,Stanley Ranger Station,ID,M,y,44.17,-114.93,6496.06
1613,KSNY,Sidney Municipal Airport,NE,M,y,41.11,-102.98,4291.01
1614,KSOA,Sonora Municipal Airport,TX,C,y,30.583,-100.65,2139.11
1615,KSOP,Southern Pines Automatic Weather Observing/Report,NC,E,y,35.24,-79.41,462.598
1616,KSOW,Show Low Municipal,AZ,M,n,34.28,-110.0,6410.76
1617,KSPB,Scappoose Industrial Apk (1s4),OR,P,y,45.769,-122.862,52.493
1618,KSPD,Springfield/Comanche Natl Grass,CO,M,y,37.28,-102.61,4379.92
1619,KSPF,Black Hills Airport-Clyde Ice Field,SD,M,y,44.4803,-103.783,3931.0
1620,KSPG,"St. Petersburg, Whitted Airport",FL,E,y,27.77,-82.63,7.874
1621,KSPI,"Springfield, Capital Airport",IL,C,y,39.86,-89.67,585.958
1622,KSPL,South Padre Island Heliport,TX,C,y,26.0706,-97.1572,10.0
1623,KSPS,"Wichita Falls, Sheppard Air Force Base",TX,C,y,33.98,-98.48,1026.9
1624,KSPW,Spencer Municipal Airport,IA,C,y,43.17,-95.21,1338.58
1625,KSQI,Sterling Rock Falls,IL,C,y,41.75,-89.67,646.325
1626,KSQL,San Carlos Airport,CA,P,y,37.53,-122.25,3.281
1627,KSRE,Seminole Municipal Airport,OK,C,y,35.2744,-96.675,1024.0
1628,KSRN,South Marsh 268A,LA,C,y,29.117,-91.867,3.281
1629,KSRQ,Sarasota-Bradenton Intl Airport,FL,E,y,27.4,-82.55,32.808
1630,KSRR,Ruidoso Regional,NM,M,y,33.36,-105.67,6817.58
1631,KSSC,Shaw Air Force Base,SC,E,y,33.98,-80.47,243.11
1632,KSSF,"San Antonio, Stinson Municipal Airport",TX,C,y,29.33,-98.47,577.428
1633,KSSI,Brunswick/Malcom-McKinnon,GA,E,y,31.15,-81.38,14.108
1634,KSTC,St. Cloud Regional Airport,MN,C,y,45.55,-94.07,1021.0
1635,KSTE,Stevens Point Municipal Airport,WI,C,y,44.55,-89.53,1108.92
1636,KSTF,George M Bryan Airport,MS,C,y,33.4331,-88.8486,333.0
1637,KSTJ,Rosecrans Memorial Airport near St Joseph,MO,C,y,39.77,-94.91,256.89
1638,KSTK,Sterling Municipal Airport,CO,M,y,40.6153,-103.265,4040.0
1639,KSTL,Lambert-St. Louis International Airport,MO,C,y,38.76,-90.37,567.913
1640,KSTP,St. Paul Downtown Holman Field,MN,C,y,44.94,-93.05,721.129
1641,KSTS,Santa Rosa (awos),CA,P,y,38.51,-122.81,124.672
1642,KSUA,"Stuart, Witham Field Airport",FL,E,y,27.182,-80.221,19.685
1643,KSUE,Sturgeon Bay,WI,C,y,44.84,-87.37,725.066
1644,KSUN,Hailey/Friedman Mem,ID,M,y,43.51,-114.3,5314.96
1645,KSUS,Spirit Of St. Louis Airport,MO,C,y,38.66,-90.63,461.942
1646,KSUT,Brunswick County Airport,NC,E,y,33.93,-78.07,26.247
1647,KSUU,Travis AFB/Fairfield,CA,P,y,38.28,-121.93,68.898
1648,KSUW,"Superior, Richard I. Bong Airport",WI,C,y,46.69,-92.095,675.853
1649,KSUX,Sioux Gateway Airport,IA,C,y,42.41,-96.38,1102.03
1650,KSVC,Silver City/Grant,NM,M,y,32.64,-108.16,5376.97
1651,KSVH,Statesville Municipal Airport,NC,E,y,35.76,-80.96,964.567
1652,KSVN,Hunter U. S. Army Airfield,GA,E,y,32.03,-81.15,42.651
1653,KSWF,Newburgh / Stewart,NY,E,y,41.51,-74.1,581.037
1654,KSWO,Stillwater Regional Airport,OK,C,y,36.16,-97.09,1010.5
1655,KSWW,Sweetwater,TX,C,y,32.47,-100.47,2385.17
1656,KSXT,Sexton Summit(amos),OR,P,y,42.62,-123.37,3832.02
1657,KSYN,Stanton Airfield,MN,C,y,44.467,-93.017,918.635
1658,KSYR,Syracuse Hancock International Airport,NY,E,y,43.12,-76.12,403.871
1659,KSZL,Whiteman Air Force Base,MO,C,y,38.733,-93.567,836.942
1660,KSZT,Sandpoint Airport,ID,M,y,48.3,-116.55,2125.98
1661,KT47,Kickapoo Downtown Airport,TX,C,y,33.858,-98.49,998.0
1662,KT62,Tooele,UT,M,y,40.317,-112.3,5341.21
1663,KT65,Weslaco,TX,C,y,26.167,-97.967,68.898
1664,KT82,Fredericksburg,TX,C,y,30.244,-98.91,1696.19
1665,KTAD,Trinidad/Animas Co.,CO,M,y,37.26,-104.33,5745.08
1666,KTAN,Taunton,MA,E,y,41.89,-71.02,42.651
1667,KTAZ,Taylorville Municipal Airport,IL,C,y,39.53,-89.33,623.36
1668,KTBN,Fort Leonard Wood,MO,C,y,37.733,-92.15,1151.9
1669,KTBR,Statesboro-Bulloch County Airport,GA,E,y,32.482,-81.737,187.008
1670,KTCC,Tucumcari Municipal,NM,M,y,35.19,-103.6,4050.85
1671,KTCL,Tuscaloosa Regional Airport,AL,C,y,33.23,-87.62,186.024
1672,KTCM,Mc Chord AFB/Tacoma,WA,P,y,47.16,-122.48,285.105
1673,KTCS,Truth Or Consequenc,NM,M,y,33.23,-107.27,4850.07
1674,KTDF,"Roxboro, Person County Airport",NC,E,y,36.285,-78.984,610.236
1675,KTDO,Toledo-Winlock Mem,WA,P,y,46.48,-122.8,370.735
1676,KTDZ,"Toledo, Metcalf Field",OH,E,y,41.56,-83.48,620.079
1677,KTEB,Teterboro Airport,NJ,E,y,40.86,-74.05,9.843
1678,KTEW,Mason Jewett Field Airport,MI,E,y,42.57,-84.42,918.635
1679,KTEX,Telluride Regional,CO,M,y,37.94,-107.77,9084.65
1680,KTHV,York Airport,PA,E,y,39.92,-76.87,472.441
1681,KTIF,Thomas County Airport,NE,C,y,41.962,-100.569,2926.51
1682,KTIK,Tinker Air Force Base,OK,C,y,35.417,-97.383,1259.84
1683,KTIP,Rantoul Natl Avn Cntr-Frank Elliot Field Airport,IL,C,y,40.29,-88.14,738.189
1684,KTIW,Tacoma Narrows,WA,P,y,47.28,-122.58,298.556
1685,KTIX,Titusville,FL,E,y,28.52,-80.8,36.089
1686,KTKC,Tracy Municipal Airport,MN,C,y,44.249,-95.607,1338.58
1687,KTKI,Collin County Regional Airport,TX,C,y,33.18,-96.59,577.428
1688,KTKV,Tomahawk Regional Airport,WI,C,y,45.469,-89.806,1486.22
1689,KTLH,Tallahassee Regional Airport,FL,E,y,30.4,-84.35,68.898
1690,KTMB,"Miami, Kendall-Tamiami Executive Airport",FL,E,y,25.65,-80.43,9.843
1691,KTNB,"Boone, Watauga County Hospital Heliport",NC,E,y,36.199,-81.651,3146.32
1692,KTNU,Newton Municipal,IA,C,y,41.68,-93.02,951.444
1693,KTOA,Torrance Municipal,CA,P,y,33.8,-118.33,104.987
1694,KTOB,Dodge Center Airport,MN,C,y,44.018,-92.831,1305.77
1695,KTOI,Troy Municipal Airport,AL,C,y,31.86,-86.01,394.029
1696,KTOL,Toledo Express Airport,OH,E,y,41.61,-83.8,668.963
1697,KTOP,"Topeka, Philip Billard Municipal Airport",KS,C,y,39.08,-95.62,883.858
1698,KTOR,Torrington Muni,WY,M,y,42.06,-104.15,4202.76
1699,KTPA,Tampa International Airport,FL,E,y,27.97,-82.53,9.843
1700,KTPF,Peter O Knight Airport,FL,E,y,27.9156,-82.4493,8.0
1701,KTPH,Tonopah Airport,NV,P,y,38.0603,-117.087,5430.12
1702,KTPL,Temple / Miller Automatic Weather Observing/Report,TX,C,y,31.15,-97.42,698.819
1703,KTQE,Tekamah Municipal Airport,NE,C,y,41.71,-96.1,1023.62
1704,KTQH,Tahlequah Municipal Airport,OK,C,y,35.93,-95.0,872.703
1705,KTRI,Tri-Cities Airport,TN,E,y,36.48,-82.4,1500.0
1706,KTRK,Truckee-Tahoe,CA,P,y,39.33,-120.13,5898.95
1707,KTRL,Terrell Municipal Airport,TX,C,y,32.71,-96.27,472.441
1708,KTRM,Thermal Airport,CA,P,y,33.64,-116.17,-111.877
1709,KTSP,Tehachapi Municipal Airport,CA,P,y,35.135,-118.439,4001.0
1710,KTTA,Sanford-Lee County Regional Airport,NC,E,y,35.58,-79.1,246.063
1711,KTTD,Portland/Troutdale,OR,P,y,45.55,-122.4,36.089
1712,KTTF,"Monroe, Custer Airport",MI,E,y,41.94,-83.43,616.798
1713,KTTN,"Trenton, Mercer County Airport",NJ,E,y,40.29,-74.82,212.927
